datetime,region,respiratory_illness_cases,hospital_admissions
2022-08-05 23:00:00,Ajman,70,22
2022-08-15 21:00:00,Ajman,87,39
2022-09-30 23:00:00,Dubai,84,47
2020-03-27 16:00:00,Sharjah,89,5
2022-09-02 07:00:00,Ajman,39,31
2022-08-15 05:00:00,Fujairah,85,41
2022-10-03 08:00:00,Sharjah,4,19
2020-04-24 19:00:00,Fujairah,5,31
2022-04-29 12:00:00,Dubai,84,14
2020-02-06 17:00:00,Fujairah,30,43
2022-08-03 21:00:00,Dubai,37,14
2020-07-18 16:00:00,Ajman,69,26
2023-05-28 15:00:00,Ajman,70,31
2020-11-04 20:00:00,Sharjah,80,33
2020-11-17 12:00:00,Dubai,91,38
2021-08-02 12:00:00,Dubai,54,1
2022-07-26 07:00:00,Fujairah,22,29
2020-10-01 09:00:00,Abu Dhabi,79,44
2023-05-06 23:00:00,Ajman,51,10
2020-07-19 19:00:00,Fujairah,7,36
2020-12-11 09:00:00,Dubai,34,2
2022-11-15 15:00:00,Sharjah,10,28
2020-06-20 11:00:00,Abu Dhabi,42,41
2022-07-30 23:00:00,Fujairah,84,45
2022-11-28 04:00:00,Abu Dhabi,91,31
2022-07-31 23:00:00,Sharjah,65,5
2021-10-10 14:00:00,Fujairah,79,21
2021-06-09 21:00:00,Dubai,15,0
2022-01-19 20:00:00,Ajman,3,28
2022-11-10 02:00:00,Ajman,17,24
2020-03-03 20:00:00,Abu Dhabi,71,13
2020-02-07 03:00:00,Sharjah,8,14
2023-05-22 06:00:00,Dubai,99,31
2020-05-03 09:00:00,Abu Dhabi,71,23
2021-08-08 01:00:00,Abu Dhabi,84,31
2020-12-15 23:00:00,Ajman,71,10
2020-10-19 06:00:00,Ajman,47,3
2023-05-17 21:00:00,Dubai,88,16
2021-01-12 09:00:00,Dubai,96,24
2021-08-29 18:00:00,Dubai,70,34
2020-02-13 20:00:00,Fujairah,25,27
2023-02-12 10:00:00,Sharjah,27,8
2022-06-10 00:00:00,Ajman,51,49
2020-02-04 08:00:00,Abu Dhabi,41,48
2020-08-29 20:00:00,Sharjah,55,5
2020-08-21 04:00:00,Fujairah,88,12
2021-06-17 16:00:00,Fujairah,98,46
2022-04-24 04:00:00,Ajman,63,12
2020-08-28 09:00:00,Dubai,83,37
2020-07-14 20:00:00,Ajman,26,12
2021-09-17 19:00:00,Sharjah,62,17
2023-01-13 11:00:00,Sharjah,21,29
2020-01-14 06:00:00,Fujairah,19,6
2021-01-12 18:00:00,Fujairah,85,42
2023-05-22 17:00:00,Dubai,4,41
2021-02-13 14:00:00,Ajman,60,20
2022-03-09 19:00:00,Abu Dhabi,9,22
2022-02-20 09:00:00,Fujairah,45,4
2020-04-09 05:00:00,Dubai,95,7
2021-08-09 08:00:00,Ajman,61,41
2023-02-09 19:00:00,Dubai,88,4
2020-12-24 20:00:00,Sharjah,33,5
2023-04-15 13:00:00,Dubai,38,7
2023-01-25 01:00:00,Sharjah,75,47
2022-07-16 17:00:00,Fujairah,1,42
2020-11-17 07:00:00,Dubai,71,9
2021-04-06 01:00:00,Abu Dhabi,41,10
2020-07-23 18:00:00,Dubai,97,8
2022-10-25 20:00:00,Sharjah,96,8
2021-11-07 01:00:00,Ajman,51,30
2021-11-20 06:00:00,Abu Dhabi,21,20
2022-08-22 08:00:00,Abu Dhabi,93,34
2021-06-07 14:00:00,Fujairah,34,30
2021-09-25 05:00:00,Abu Dhabi,10,49
2022-05-09 21:00:00,Dubai,61,24
2021-11-12 16:00:00,Fujairah,50,37
2022-10-04 02:00:00,Ajman,54,17
2022-12-28 12:00:00,Sharjah,23,30
2021-04-05 16:00:00,Fujairah,7,11
2022-12-08 14:00:00,Ajman,18,42
2021-10-06 07:00:00,Dubai,68,23
2021-10-18 08:00:00,Abu Dhabi,23,8
2022-04-03 02:00:00,Ajman,78,20
2021-07-13 18:00:00,Sharjah,31,29
2020-05-13 19:00:00,Ajman,98,33
2023-02-08 00:00:00,Sharjah,52,21
2023-04-22 09:00:00,Abu Dhabi,93,13
2020-09-08 12:00:00,Ajman,95,26
2020-12-18 02:00:00,Ajman,43,20
2020-09-15 23:00:00,Abu Dhabi,60,13
2020-07-18 11:00:00,Sharjah,12,21
2020-11-10 12:00:00,Sharjah,59,23
2022-05-25 09:00:00,Dubai,11,15
2021-08-03 20:00:00,Fujairah,53,39
2021-10-27 11:00:00,Dubai,11,41
2022-01-31 09:00:00,Sharjah,91,15
2020-09-24 05:00:00,Dubai,49,18
2022-07-10 14:00:00,Dubai,30,37
2022-05-19 06:00:00,Ajman,39,18
2021-09-19 04:00:00,Abu Dhabi,72,18
2023-01-24 08:00:00,Abu Dhabi,49,36
2020-05-23 21:00:00,Sharjah,47,37
2022-04-14 11:00:00,Dubai,45,6
2020-08-09 09:00:00,Sharjah,74,46
2023-04-02 05:00:00,Sharjah,80,16
2021-08-29 03:00:00,Dubai,78,11
2020-12-12 04:00:00,Abu Dhabi,46,47
2021-12-20 00:00:00,Fujairah,39,9
2020-12-31 00:00:00,Sharjah,58,2
2022-01-07 21:00:00,Dubai,19,4
2020-01-23 13:00:00,Ajman,78,4
2022-01-16 11:00:00,Fujairah,61,12
2021-02-23 03:00:00,Fujairah,49,14
2022-07-09 18:00:00,Fujairah,73,29
2020-05-01 15:00:00,Dubai,58,9
2020-01-14 11:00:00,Ajman,20,28
2020-08-28 18:00:00,Fujairah,80,5
2020-10-21 11:00:00,Ajman,48,16
2021-10-15 01:00:00,Dubai,93,3
2021-06-18 18:00:00,Fujairah,20,38
2020-11-28 08:00:00,Fujairah,5,16
2022-05-19 06:00:00,Dubai,24,44
2021-08-18 22:00:00,Ajman,62,31
2022-03-09 05:00:00,Dubai,18,35
2021-01-11 05:00:00,Fujairah,22,9
2020-01-12 03:00:00,Dubai,64,40
2020-07-07 10:00:00,Ajman,33,44
2022-04-18 12:00:00,Ajman,17,9
2021-06-05 13:00:00,Ajman,63,5
2020-01-22 15:00:00,Sharjah,62,19
2022-01-12 19:00:00,Fujairah,43,29
2020-07-06 13:00:00,Sharjah,24,26
2022-05-16 23:00:00,Sharjah,3,7
2020-09-23 16:00:00,Dubai,15,49
2020-08-05 23:00:00,Sharjah,27,4
2021-01-04 07:00:00,Ajman,46,2
2021-02-21 10:00:00,Dubai,31,3
2022-06-26 12:00:00,Ajman,70,22
2023-02-03 13:00:00,Fujairah,15,44
2020-01-12 11:00:00,Sharjah,88,4
2022-04-23 05:00:00,Abu Dhabi,96,49
2021-03-23 12:00:00,Sharjah,22,20
2020-02-27 16:00:00,Abu Dhabi,28,12
2021-01-17 23:00:00,Sharjah,22,17
2022-05-29 10:00:00,Dubai,3,8
2021-04-06 13:00:00,Abu Dhabi,49,8
2021-02-07 15:00:00,Sharjah,59,41
2020-09-21 04:00:00,Fujairah,62,11
2022-08-01 11:00:00,Abu Dhabi,34,48
2020-01-01 07:00:00,Sharjah,92,1
2020-04-08 21:00:00,Ajman,59,16
2020-06-10 15:00:00,Fujairah,14,40
2022-06-16 09:00:00,Fujairah,73,38
2023-04-12 11:00:00,Fujairah,56,2
2021-03-12 18:00:00,Abu Dhabi,42,21
2023-02-27 12:00:00,Sharjah,76,35
2020-10-11 01:00:00,Sharjah,84,47
2021-05-08 23:00:00,Abu Dhabi,56,3
2023-05-11 16:00:00,Abu Dhabi,14,28
2021-11-05 05:00:00,Sharjah,20,20
2020-07-25 04:00:00,Ajman,46,27
2021-10-22 19:00:00,Dubai,15,14
2022-03-27 00:00:00,Fujairah,26,18
2023-03-25 02:00:00,Ajman,7,23
2021-02-14 02:00:00,Dubai,51,33
2020-03-11 17:00:00,Ajman,10,1
2021-12-14 23:00:00,Sharjah,36,2
2022-03-05 20:00:00,Dubai,81,18
2020-10-04 15:00:00,Ajman,84,34
2020-09-13 21:00:00,Sharjah,99,9
2020-12-29 21:00:00,Abu Dhabi,11,22
2021-07-01 12:00:00,Fujairah,81,38
2022-11-06 05:00:00,Sharjah,68,22
2021-05-24 00:00:00,Ajman,69,14
2023-06-01 22:00:00,Ajman,96,24
2022-11-23 21:00:00,Abu Dhabi,52,42
2021-03-04 03:00:00,Sharjah,27,2
2022-02-03 13:00:00,Dubai,59,8
2021-04-19 12:00:00,Sharjah,10,20
2022-08-13 12:00:00,Sharjah,49,39
2022-12-21 03:00:00,Dubai,84,39
2023-01-17 19:00:00,Sharjah,71,29
2020-06-21 11:00:00,Ajman,63,3
2022-07-31 05:00:00,Sharjah,95,0
2021-10-05 12:00:00,Sharjah,59,4
2022-05-08 22:00:00,Fujairah,55,43
2020-01-31 02:00:00,Fujairah,10,48
2020-02-22 11:00:00,Sharjah,70,27
2020-09-11 13:00:00,Abu Dhabi,1,21
2021-06-09 09:00:00,Abu Dhabi,57,20
2023-01-20 13:00:00,Dubai,93,20
2020-08-03 21:00:00,Abu Dhabi,96,40
2020-07-12 12:00:00,Sharjah,67,32
2020-04-02 10:00:00,Fujairah,99,10
2020-06-04 17:00:00,Ajman,7,37
2020-08-04 16:00:00,Dubai,51,49
2022-05-14 07:00:00,Dubai,40,25
2021-04-12 03:00:00,Fujairah,68,30
2022-11-04 14:00:00,Fujairah,13,14
2022-05-29 03:00:00,Sharjah,59,42
2022-08-05 18:00:00,Fujairah,94,39
2022-02-16 23:00:00,Abu Dhabi,53,5
2023-03-14 16:00:00,Fujairah,67,20
2023-01-22 23:00:00,Fujairah,70,13
2021-10-27 02:00:00,Fujairah,73,46
2022-03-26 23:00:00,Dubai,93,46
2020-10-23 10:00:00,Ajman,85,15
2023-04-15 07:00:00,Fujairah,53,4
2020-01-10 05:00:00,Sharjah,99,25
2022-04-14 14:00:00,Fujairah,37,1
2021-12-03 21:00:00,Sharjah,38,49
2022-09-27 12:00:00,Fujairah,34,26
2022-05-28 13:00:00,Fujairah,76,37
2022-03-20 03:00:00,Fujairah,93,3
2021-07-23 23:00:00,Sharjah,81,6
2022-09-22 17:00:00,Fujairah,38,38
2020-05-24 22:00:00,Ajman,60,6
2020-08-05 22:00:00,Fujairah,11,40
2021-10-28 03:00:00,Dubai,40,10
2021-12-31 06:00:00,Dubai,78,30
2022-01-24 09:00:00,Sharjah,4,19
2020-01-23 02:00:00,Sharjah,83,35
2022-02-12 01:00:00,Ajman,14,27
2021-10-17 16:00:00,Sharjah,11,49
2023-01-22 22:00:00,Dubai,58,0
2023-04-20 22:00:00,Sharjah,3,30
2020-11-01 11:00:00,Dubai,66,26
2020-03-20 06:00:00,Dubai,41,49
2021-02-03 10:00:00,Sharjah,29,31
2022-08-18 04:00:00,Sharjah,31,26
2022-08-22 23:00:00,Fujairah,33,30
2021-11-20 16:00:00,Fujairah,67,36
2021-01-18 00:00:00,Dubai,0,2
2020-06-17 11:00:00,Sharjah,50,39
2022-09-13 16:00:00,Abu Dhabi,98,38
2020-07-29 22:00:00,Dubai,40,16
2020-03-19 01:00:00,Ajman,46,29
2022-08-30 14:00:00,Ajman,65,35
2021-01-06 03:00:00,Sharjah,38,12
2020-04-07 15:00:00,Dubai,91,6
2021-05-27 02:00:00,Dubai,23,29
2023-03-26 01:00:00,Dubai,5,18
2022-02-06 18:00:00,Dubai,98,46
2020-06-07 05:00:00,Abu Dhabi,3,19
2020-01-17 19:00:00,Abu Dhabi,50,47
2022-01-11 23:00:00,Sharjah,25,17
2021-12-13 23:00:00,Dubai,2,9
2022-05-27 13:00:00,Ajman,74,16
2021-11-03 03:00:00,Dubai,18,44
2022-07-22 04:00:00,Dubai,28,0
2021-06-13 08:00:00,Ajman,15,43
2021-06-09 02:00:00,Abu Dhabi,18,45
2022-09-24 11:00:00,Ajman,42,28
2022-07-18 23:00:00,Ajman,26,34
2021-09-28 07:00:00,Abu Dhabi,50,12
2020-05-22 09:00:00,Fujairah,8,1
2022-12-25 20:00:00,Dubai,30,34
2021-04-29 01:00:00,Dubai,95,42
2023-03-06 09:00:00,Fujairah,3,10
2023-02-26 08:00:00,Ajman,59,18
2023-03-27 12:00:00,Fujairah,74,16
2022-11-21 02:00:00,Dubai,52,33
2021-02-06 19:00:00,Abu Dhabi,48,8
2020-08-09 05:00:00,Fujairah,21,1
2022-12-24 21:00:00,Fujairah,71,38
2021-01-28 11:00:00,Dubai,26,6
2023-01-17 00:00:00,Dubai,23,39
2020-03-10 15:00:00,Ajman,57,23
2023-04-17 11:00:00,Dubai,35,21
2022-05-09 10:00:00,Ajman,24,13
2020-07-06 01:00:00,Abu Dhabi,44,31
2021-01-29 19:00:00,Dubai,51,46
2022-02-24 21:00:00,Dubai,86,16
2021-09-02 22:00:00,Ajman,15,16
2020-09-20 10:00:00,Ajman,75,18
2023-01-25 07:00:00,Abu Dhabi,33,33
2023-04-29 10:00:00,Dubai,4,39
2020-04-02 06:00:00,Sharjah,6,1
2022-07-29 10:00:00,Fujairah,75,24
2020-03-24 05:00:00,Abu Dhabi,81,17
2021-04-09 07:00:00,Ajman,40,48
2022-10-09 03:00:00,Abu Dhabi,80,44
2022-04-24 11:00:00,Abu Dhabi,43,46
2021-02-13 16:00:00,Fujairah,30,49
2022-02-28 10:00:00,Dubai,11,28
2020-06-09 00:00:00,Fujairah,58,7
2020-02-28 21:00:00,Fujairah,11,5
2021-01-04 08:00:00,Sharjah,41,47
2022-02-22 17:00:00,Abu Dhabi,47,48
2021-12-26 23:00:00,Sharjah,49,37
2020-12-02 08:00:00,Dubai,5,36
2022-12-20 08:00:00,Sharjah,82,45
2023-02-19 23:00:00,Ajman,18,4
2022-03-10 07:00:00,Abu Dhabi,26,42
2020-12-15 23:00:00,Ajman,56,37
2021-03-22 04:00:00,Fujairah,84,21
2022-07-08 05:00:00,Ajman,9,2
2020-03-05 05:00:00,Abu Dhabi,93,12
2023-04-09 19:00:00,Sharjah,51,46
2022-04-11 17:00:00,Ajman,6,3
2022-06-26 18:00:00,Dubai,28,0
2021-08-31 20:00:00,Fujairah,71,19
2021-12-12 13:00:00,Ajman,98,10
2022-01-11 00:00:00,Abu Dhabi,15,31
2020-01-12 04:00:00,Ajman,86,7
2022-12-20 03:00:00,Sharjah,11,3
2020-08-01 15:00:00,Sharjah,84,1
2022-07-25 06:00:00,Abu Dhabi,37,19
2021-09-22 09:00:00,Fujairah,6,29
2021-08-02 23:00:00,Abu Dhabi,36,44
2020-07-21 09:00:00,Dubai,76,33
2023-02-21 11:00:00,Fujairah,50,19
2020-10-11 06:00:00,Abu Dhabi,94,23
2022-06-28 22:00:00,Ajman,23,39
2021-08-21 07:00:00,Dubai,69,31
2020-05-13 08:00:00,Fujairah,70,44
2020-03-24 19:00:00,Abu Dhabi,94,20
2023-02-07 01:00:00,Ajman,44,27
2020-08-11 13:00:00,Fujairah,4,36
2021-10-05 16:00:00,Dubai,79,4
2022-08-31 17:00:00,Ajman,63,11
2022-11-15 04:00:00,Ajman,48,43
2022-03-13 01:00:00,Sharjah,62,17
2020-08-11 12:00:00,Ajman,95,22
2020-01-30 17:00:00,Abu Dhabi,20,28
2020-04-27 12:00:00,Sharjah,59,15
2020-04-27 12:00:00,Dubai,21,5
2023-04-30 04:00:00,Dubai,33,47
2022-01-19 20:00:00,Sharjah,32,41
2022-09-02 23:00:00,Abu Dhabi,24,21
2022-11-22 09:00:00,Dubai,86,13
2020-04-15 22:00:00,Sharjah,96,17
2020-07-22 02:00:00,Ajman,65,4
2021-01-28 17:00:00,Ajman,74,14
2022-10-23 23:00:00,Sharjah,55,48
2022-02-20 13:00:00,Abu Dhabi,54,18
2022-07-13 20:00:00,Fujairah,35,48
2022-08-23 03:00:00,Sharjah,73,8
2021-08-03 10:00:00,Dubai,94,45
2022-04-23 17:00:00,Sharjah,50,42
2022-09-25 23:00:00,Fujairah,36,38
2022-04-05 21:00:00,Sharjah,89,10
2020-09-08 12:00:00,Ajman,25,18
2020-04-23 14:00:00,Ajman,44,36
2023-05-30 19:00:00,Fujairah,74,9
2021-10-12 20:00:00,Sharjah,38,42
2020-06-23 23:00:00,Fujairah,7,6
2020-03-25 09:00:00,Abu Dhabi,21,31
2021-04-12 14:00:00,Sharjah,74,2
2020-03-07 20:00:00,Sharjah,12,3
2023-01-03 02:00:00,Abu Dhabi,70,40
2022-06-05 05:00:00,Dubai,97,49
2023-04-08 21:00:00,Fujairah,37,18
2022-03-23 15:00:00,Fujairah,92,25
2020-03-02 20:00:00,Ajman,0,35
2022-10-08 20:00:00,Dubai,7,34
2020-07-13 10:00:00,Sharjah,41,1
2023-01-03 12:00:00,Sharjah,82,39
2021-02-17 14:00:00,Abu Dhabi,54,4
2020-03-23 09:00:00,Sharjah,63,37
2021-06-29 22:00:00,Abu Dhabi,31,19
2022-04-30 07:00:00,Abu Dhabi,51,14
2023-02-17 07:00:00,Dubai,15,4
2023-03-16 15:00:00,Sharjah,62,32
2021-01-08 04:00:00,Fujairah,96,25
2020-06-06 23:00:00,Fujairah,44,1
2023-04-03 11:00:00,Fujairah,0,39
2020-02-21 16:00:00,Sharjah,99,46
2022-08-24 01:00:00,Ajman,49,14
2020-08-18 19:00:00,Abu Dhabi,8,19
2021-03-15 03:00:00,Abu Dhabi,54,20
2020-01-06 06:00:00,Fujairah,58,2
2021-09-04 14:00:00,Fujairah,11,27
2021-09-27 13:00:00,Sharjah,39,32
2021-05-16 22:00:00,Fujairah,5,48
2021-11-29 12:00:00,Dubai,65,24
2021-08-15 19:00:00,Dubai,10,14
2020-05-19 16:00:00,Abu Dhabi,97,36
2021-08-01 12:00:00,Abu Dhabi,38,43
2021-12-06 23:00:00,Ajman,7,41
2020-06-26 11:00:00,Sharjah,26,23
2021-09-08 05:00:00,Sharjah,72,45
2022-08-10 08:00:00,Fujairah,44,14
2020-04-29 17:00:00,Ajman,41,3
2021-08-01 19:00:00,Abu Dhabi,78,26
2021-01-28 01:00:00,Sharjah,63,18
2022-01-25 02:00:00,Fujairah,70,35
2020-08-11 01:00:00,Abu Dhabi,88,3
2023-03-24 14:00:00,Ajman,33,22
2022-07-28 15:00:00,Sharjah,57,12
2022-01-21 02:00:00,Ajman,66,27
2023-04-20 10:00:00,Ajman,94,28
2022-06-01 17:00:00,Abu Dhabi,72,8
2020-08-11 16:00:00,Sharjah,19,4
2020-08-21 04:00:00,Ajman,98,0
2022-07-27 23:00:00,Fujairah,70,45
2022-04-22 21:00:00,Dubai,56,45
2022-11-10 15:00:00,Dubai,54,45
2022-05-04 21:00:00,Dubai,0,2
2021-12-14 03:00:00,Abu Dhabi,20,41
2023-02-25 19:00:00,Sharjah,79,34
2022-08-19 22:00:00,Ajman,95,31
2022-08-09 18:00:00,Fujairah,14,26
2020-10-22 05:00:00,Dubai,81,34
2020-09-11 02:00:00,Fujairah,11,16
2021-04-10 13:00:00,Dubai,93,37
2021-08-17 14:00:00,Ajman,5,6
2021-12-28 22:00:00,Fujairah,89,26
2020-10-06 10:00:00,Dubai,61,26
2020-05-09 05:00:00,Fujairah,2,33
2021-10-12 13:00:00,Abu Dhabi,50,8
2022-02-12 13:00:00,Ajman,86,2
2021-09-13 19:00:00,Dubai,99,9
2022-02-11 19:00:00,Abu Dhabi,79,19
2021-12-10 07:00:00,Ajman,95,4
2021-12-16 10:00:00,Fujairah,90,30
2021-06-11 22:00:00,Dubai,56,7
2020-11-20 02:00:00,Fujairah,94,42
2021-03-01 08:00:00,Ajman,91,34
2021-10-17 20:00:00,Sharjah,26,48
2022-02-07 19:00:00,Dubai,91,44
2020-01-02 07:00:00,Ajman,5,48
2021-07-16 16:00:00,Dubai,58,11
2020-07-12 11:00:00,Fujairah,73,32
2022-10-05 23:00:00,Fujairah,27,9
2021-08-28 10:00:00,Abu Dhabi,17,23
2020-11-17 10:00:00,Ajman,18,21
2020-12-27 10:00:00,Ajman,30,23
2022-04-01 21:00:00,Sharjah,34,19
2022-11-16 05:00:00,Abu Dhabi,17,45
2020-04-08 01:00:00,Abu Dhabi,48,7
2021-09-20 21:00:00,Ajman,25,20
2021-02-18 09:00:00,Abu Dhabi,17,46
2023-04-19 05:00:00,Sharjah,25,0
2022-02-27 03:00:00,Dubai,92,16
2021-02-03 23:00:00,Sharjah,16,15
2021-11-30 11:00:00,Sharjah,7,11
2020-08-31 04:00:00,Abu Dhabi,28,7
2022-08-29 10:00:00,Dubai,85,13
2022-03-28 15:00:00,Sharjah,77,11
2021-06-06 17:00:00,Sharjah,76,10
2020-09-07 03:00:00,Fujairah,94,41
2021-02-12 19:00:00,Ajman,34,13
2020-08-06 21:00:00,Sharjah,41,18
2020-06-05 08:00:00,Abu Dhabi,77,27
2020-06-28 02:00:00,Ajman,82,28
2022-06-26 18:00:00,Fujairah,28,47
2022-12-28 20:00:00,Sharjah,54,26
2021-07-04 10:00:00,Ajman,41,10
2020-11-25 18:00:00,Ajman,95,34
2020-11-11 10:00:00,Sharjah,91,18
2022-12-23 09:00:00,Dubai,18,39
2023-05-10 05:00:00,Fujairah,14,23
2022-08-22 14:00:00,Abu Dhabi,23,43
2020-07-18 10:00:00,Abu Dhabi,23,7
2020-03-09 11:00:00,Fujairah,0,21
2023-06-02 10:00:00,Dubai,46,2
2020-02-21 17:00:00,Ajman,21,34
2020-10-15 09:00:00,Fujairah,10,47
2021-11-10 21:00:00,Sharjah,63,8
2022-01-06 04:00:00,Sharjah,96,46
2022-12-20 07:00:00,Dubai,47,36
2020-01-02 04:00:00,Dubai,41,8
2021-10-05 22:00:00,Abu Dhabi,68,45
2022-04-05 12:00:00,Ajman,44,24
2022-01-01 14:00:00,Sharjah,40,24
2021-10-08 10:00:00,Ajman,10,44
2022-11-14 06:00:00,Dubai,62,39
2020-08-13 11:00:00,Sharjah,31,18
2021-06-14 02:00:00,Dubai,22,41
2022-01-06 12:00:00,Ajman,57,12
2021-01-06 12:00:00,Dubai,18,39
2020-06-02 11:00:00,Sharjah,61,21
2022-01-03 09:00:00,Abu Dhabi,51,13
2021-11-29 21:00:00,Fujairah,26,21
2021-01-28 01:00:00,Abu Dhabi,24,47
2021-03-14 17:00:00,Sharjah,61,21
2022-05-30 16:00:00,Sharjah,39,20
2022-08-09 20:00:00,Dubai,94,1
2023-02-27 09:00:00,Fujairah,22,16
2022-10-17 11:00:00,Sharjah,61,33
2020-01-12 06:00:00,Dubai,34,49
2022-06-02 02:00:00,Abu Dhabi,16,24
2021-05-22 11:00:00,Ajman,49,9
2020-01-26 19:00:00,Dubai,52,6
2021-11-14 01:00:00,Sharjah,51,38
2023-03-20 09:00:00,Dubai,40,38
2021-09-22 14:00:00,Abu Dhabi,76,44
2021-07-22 22:00:00,Ajman,88,49
2021-09-01 11:00:00,Dubai,45,16
2022-09-03 19:00:00,Dubai,3,7
2020-02-11 23:00:00,Ajman,71,35
2020-03-01 05:00:00,Sharjah,14,47
2021-11-29 09:00:00,Abu Dhabi,27,27
2023-02-06 09:00:00,Abu Dhabi,87,25
2021-04-24 03:00:00,Dubai,55,37
2020-07-28 05:00:00,Sharjah,35,48
2020-07-06 07:00:00,Sharjah,0,34
2020-10-12 00:00:00,Fujairah,54,25
2021-11-15 22:00:00,Abu Dhabi,14,49
2021-06-06 14:00:00,Sharjah,56,5
2021-03-11 04:00:00,Dubai,46,41
2021-11-29 23:00:00,Abu Dhabi,65,25
2021-07-06 16:00:00,Abu Dhabi,72,15
2021-09-21 21:00:00,Ajman,84,45
2020-01-06 23:00:00,Dubai,99,24
2022-02-16 09:00:00,Fujairah,59,18
2021-08-10 12:00:00,Abu Dhabi,26,14
2021-03-07 07:00:00,Ajman,23,40
2022-08-06 12:00:00,Fujairah,87,17
2020-07-26 15:00:00,Abu Dhabi,4,10
2022-10-30 00:00:00,Ajman,23,29
2022-11-09 08:00:00,Fujairah,22,28
2021-03-20 02:00:00,Abu Dhabi,81,46
2023-01-01 23:00:00,Ajman,23,9
2021-02-25 08:00:00,Fujairah,93,33
2022-12-13 12:00:00,Fujairah,1,10
2022-05-18 01:00:00,Abu Dhabi,8,11
2021-06-17 06:00:00,Fujairah,57,34
2020-03-16 14:00:00,Fujairah,9,19
2021-11-20 07:00:00,Fujairah,57,23
2023-03-18 04:00:00,Fujairah,46,2
2021-05-02 22:00:00,Fujairah,53,49
2020-02-21 04:00:00,Fujairah,65,28
2021-05-25 01:00:00,Dubai,25,38
2022-12-29 10:00:00,Ajman,36,34
2021-03-20 10:00:00,Sharjah,92,33
2020-06-26 22:00:00,Sharjah,48,8
2020-11-26 04:00:00,Sharjah,34,20
2021-10-01 20:00:00,Fujairah,38,41
2023-03-13 07:00:00,Fujairah,19,19
2022-08-15 16:00:00,Sharjah,70,18
2020-07-30 16:00:00,Fujairah,59,45
2020-12-17 12:00:00,Abu Dhabi,85,8
2021-08-26 02:00:00,Abu Dhabi,40,0
2020-06-09 19:00:00,Dubai,2,45
2021-10-09 16:00:00,Sharjah,73,45
2020-02-16 07:00:00,Dubai,69,9
2021-02-13 06:00:00,Dubai,34,15
2022-12-01 09:00:00,Dubai,90,47
2021-07-02 03:00:00,Ajman,31,41
2021-10-31 13:00:00,Abu Dhabi,49,41
2022-04-20 23:00:00,Sharjah,55,15
2021-10-17 17:00:00,Sharjah,4,30
2022-12-20 17:00:00,Dubai,48,47
2020-04-17 16:00:00,Dubai,4,39
2021-01-29 03:00:00,Dubai,45,1
2021-10-06 06:00:00,Abu Dhabi,42,26
2022-09-06 22:00:00,Abu Dhabi,30,40
2021-12-19 23:00:00,Ajman,51,25
2023-02-16 19:00:00,Ajman,83,26
2022-12-06 21:00:00,Dubai,62,15
2022-05-20 10:00:00,Fujairah,35,25
2020-10-31 07:00:00,Abu Dhabi,43,46
2021-08-05 15:00:00,Ajman,79,23
2021-02-11 12:00:00,Sharjah,89,11
2020-12-08 09:00:00,Ajman,85,3
2023-01-18 21:00:00,Abu Dhabi,33,39
2020-09-25 03:00:00,Fujairah,57,30
2021-11-25 12:00:00,Dubai,51,23
2022-06-10 06:00:00,Ajman,27,42
2023-03-11 23:00:00,Sharjah,86,26
2022-04-04 17:00:00,Dubai,65,40
2023-05-11 12:00:00,Fujairah,58,18
2022-04-11 08:00:00,Fujairah,65,12
2020-12-25 00:00:00,Fujairah,27,1
2023-02-22 07:00:00,Abu Dhabi,58,46
2022-12-12 11:00:00,Sharjah,95,15
2020-03-09 15:00:00,Abu Dhabi,83,3
2020-06-03 00:00:00,Fujairah,59,32
2020-08-10 05:00:00,Dubai,86,10
2023-03-26 12:00:00,Ajman,91,49
2020-10-27 11:00:00,Sharjah,22,3
2020-04-05 08:00:00,Sharjah,12,5
2022-01-16 06:00:00,Ajman,49,39
2022-09-13 05:00:00,Dubai,95,23
2022-11-18 13:00:00,Dubai,48,35
2020-02-08 10:00:00,Abu Dhabi,43,23
2022-12-03 06:00:00,Sharjah,25,24
2020-05-04 13:00:00,Dubai,98,46
2022-12-08 13:00:00,Fujairah,88,1
2020-09-30 08:00:00,Abu Dhabi,63,32
2022-08-22 01:00:00,Dubai,15,18
2021-11-28 00:00:00,Dubai,85,19
2022-02-25 23:00:00,Ajman,40,24
2021-07-31 09:00:00,Sharjah,96,23
2022-05-13 18:00:00,Fujairah,28,24
2020-10-19 07:00:00,Sharjah,2,3
2021-09-28 22:00:00,Sharjah,66,10
2021-09-12 16:00:00,Ajman,46,37
2023-03-02 09:00:00,Abu Dhabi,98,28
2022-06-09 11:00:00,Ajman,6,17
2022-09-14 07:00:00,Sharjah,59,49
2023-04-12 09:00:00,Sharjah,96,38
2020-02-18 20:00:00,Abu Dhabi,55,8
2021-10-05 23:00:00,Ajman,27,49
2020-04-23 04:00:00,Fujairah,55,27
2022-11-25 06:00:00,Fujairah,48,1
2020-03-21 11:00:00,Ajman,75,3
2022-07-15 22:00:00,Abu Dhabi,59,4
2021-11-24 02:00:00,Dubai,91,27
2020-09-25 03:00:00,Sharjah,17,41
2023-04-20 10:00:00,Sharjah,23,38
2022-08-16 03:00:00,Sharjah,0,39
